Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Audi,A4,2016,3.1,Diesel,Manual,97800,5,3,10044
Ford,EXPLORER,2019,2.2,Diesel,Automatic,262822,3,1,8243
Bmw,X5,2019,1.7,Diesel,Automatic,189988,4,1,9200
Bmw,3 SERIES,2017,1.6,Diesel,Automatic,240226,2,2,7495
Honda,ACCORD,2015,4.6,Diesel,Semi-automatic,90142,2,1,11397
Chevrolet,EQUINOX,2005,3.4,Electric,Manual,82467,4,5,9350
Volkswagen,TIGUAN,2010,4.5,Hybrid,Automatic,234158,5,4,9416
Audi,Q5,2009,2.6,Hybrid,Automatic,177694,4,1,8346
Audi,Q5,2018,3.7,Diesel,Automatic,140877,5,2,11882
Kia,OPTIMA,2020,2.6,Petrol,Automatic,186639,4,5,10467
Ford,FIESTA,2014,2.5,Diesel,Manual,1540,2,5,10769
Ford,EXPLORER,2015,3.8,Hybrid,Automatic,35335,2,2,14193
Kia,OPTIMA,2008,4.5,Electric,Automatic,132866,3,5,11842
Kia,OPTIMA,2013,1.4,Petrol,Semi-automatic,21187,3,1,8976
Mercedes,GLA,2010,3.0,Electric,Automatic,109329,4,3,11413
Toyota,CAMRY,2003,3.9,Petrol,Manual,102299,3,1,6854
Toyota,COROLLA,2007,4.3,Diesel,Automatic,147539,4,1,9049
Ford,EXPLORER,2008,2.6,Petrol,Semi-automatic,220336,2,5,4693
Volkswagen,PASSAT,2023,1.9,Diesel,Automatic,206886,5,2,10262
Chevrolet,IMPALA,2011,1.1,Diesel,Automatic,69570,3,2,8608
Honda,CIVIC,2022,4.2,Hybrid,Semi-automatic,151184,5,4,12876
Toyota,RAV4,2012,3.3,Petrol,Semi-automatic,158791,2,1,7824
Volkswagen,TIGUAN,2017,3.3,Electric,Automatic,111531,4,4,13769
Chevrolet,IMPALA,2010,1.3,Electric,Manual,3075,2,5,10338
Honda,CIVIC,2008,2.5,Diesel,Automatic,48695,2,1,9526
Audi,Q5,2008,1.7,Petrol,Semi-automatic,199728,2,1,4205
Chevrolet,MALIBU,2020,3.6,Diesel,Semi-automatic,136688,5,1,10966
Audi,A4,2017,2.1,Diesel,Manual,136340,3,1,8573
Mercedes,GLA,2008,2.7,Petrol,Semi-automatic,135623,5,2,6487
Hyundai,TUCSON,2015,1.6,Petrol,Automatic,43454,3,2,10830
Volkswagen,TIGUAN,2009,4.8,Petrol,Semi-automatic,81481,5,1,9970
Mercedes,C-CLASS,2018,1.1,Hybrid,Automatic,15005,3,2,12799
Kia,RIO,2022,3.2,Diesel,Automatic,27425,4,1,14851
Toyota,CAMRY,2012,4.6,Diesel,Semi-automatic,159593,5,5,9108
Toyota,RAV4,2018,1.2,Electric,Automatic,23090,2,2,13738
Bmw,5 SERIES,2003,3.1,Electric,Manual,21203,5,5,9675
Kia,OPTIMA,2005,3.8,Hybrid,Automatic,7995,3,4,11740
Hyundai,ELANTRA,2004,3.3,Hybrid,Semi-automatic,50875,2,1,8582
Hyundai,SONATA,2002,1.8,Electric,Semi-automatic,293718,4,1,2625
Toyota,COROLLA,2023,2.2,Electric,Semi-automatic,62511,5,3,13949
Chevrolet,EQUINOX,2020,3.9,Electric,Automatic,175761,5,4,13984
Chevrolet,MALIBU,2019,3.9,Hybrid,Semi-automatic,167618,2,3,11347
Audi,Q5,2012,1.6,Petrol,Manual,289368,4,5,3512
Mercedes,E-CLASS,2022,4.0,Petrol,Semi-automatic,159928,2,3,11501
Ford,FIESTA,2019,3.9,Diesel,Manual,100659,5,3,11686
Toyota,CAMRY,2013,3.1,Diesel,Manual,203588,3,5,7028
Bmw,X5,2009,2.6,Petrol,Semi-automatic,70133,5,1,7997
Volkswagen,GOLF,2006,2.3,Petrol,Manual,55654,2,5,7086
Toyota,RAV4,2022,4.1,Electric,Automatic,253516,3,5,13229
Hyundai,ELANTRA,2000,4.1,Diesel,Manual,269426,4,3,2811
Bmw,5 SERIES,2011,4.7,Petrol,Manual,193401,4,1,8231
Volkswagen,TIGUAN,2023,3.6,Petrol,Automatic,45801,4,4,15183
Mercedes,C-CLASS,2005,2.7,Electric,Manual,221258,5,2,5874
Toyota,RAV4,2023,1.6,Diesel,Manual,112349,5,5,10353
Kia,RIO,2001,3.6,Petrol,Automatic,183666,4,5,5826
Audi,Q5,2012,4.5,Diesel,Manual,187400,5,3,8452
Honda,CIVIC,2016,3.0,Petrol,Automatic,16505,4,2,13069
Kia,SPORTAGE,2008,3.7,Hybrid,Semi-automatic,271404,2,2,5771
Audi,A3,2007,2.5,Electric,Automatic,80739,4,2,10585
Audi,A4,2005,2.9,Electric,Automatic,187906,5,2,8241
Ford,FOCUS,2001,3.0,Petrol,Automatic,190816,3,5,5083
Audi,A3,2002,3.3,Petrol,Automatic,244633,3,2,4607
Honda,CR-V,2015,3.7,Diesel,Semi-automatic,18846,3,4,11923
Bmw,5 SERIES,2018,2.7,Hybrid,Manual,297818,2,3,7243
Audi,A3,2008,2.6,Diesel,Semi-automatic,31085,5,1,8478
Audi,A4,2016,3.8,Electric,Semi-automatic,40584,3,5,13888
Hyundai,SONATA,2022,2.0,Electric,Manual,252579,5,5,9648
Ford,EXPLORER,2002,2.5,Diesel,Automatic,137131,3,3,5957
Bmw,5 SERIES,2020,2.2,Diesel,Semi-automatic,181518,4,2,8669
Bmw,5 SERIES,2003,2.3,Hybrid,Manual,198662,3,4,4326
Audi,Q5,2007,3.8,Petrol,Semi-automatic,270796,5,3,4584
Mercedes,E-CLASS,2008,4.6,Diesel,Semi-automatic,202468,5,4,7050
Hyundai,SONATA,2002,2.0,Petrol,Automatic,159764,4,2,5004
Bmw,X5,2002,3.1,Petrol,Manual,244188,5,2,2916
Mercedes,E-CLASS,2013,2.5,Diesel,Manual,115976,5,5,8180
Honda,ACCORD,2023,2.7,Diesel,Automatic,42252,2,2,14354
Volkswagen,PASSAT,2016,4.8,Electric,Automatic,36943,5,1,16461
Mercedes,E-CLASS,2013,2.4,Electric,Semi-automatic,176391,2,4,8872
Ford,EXPLORER,2013,1.4,Petrol,Manual,253282,4,4,4334
Kia,SPORTAGE,2004,3.8,Electric,Manual,189775,4,3,7304
Toyota,RAV4,2021,5.0,Petrol,Automatic,164237,5,5,13615
Hyundai,ELANTRA,2004,3.4,Diesel,Manual,299626,3,3,2707
Honda,CIVIC,2009,1.6,Hybrid,Manual,200905,5,3,5381
Hyundai,ELANTRA,2004,4.3,Diesel,Semi-automatic,217759,3,1,5244
Bmw,X5,2013,2.3,Petrol,Semi-automatic,216833,4,3,5963
Chevrolet,IMPALA,2010,4.7,Electric,Automatic,47121,5,1,14357
Ford,FIESTA,2013,1.8,Hybrid,Automatic,37903,4,5,11541
Mercedes,GLA,2015,4.2,Diesel,Semi-automatic,238931,3,3,8021
Hyundai,ELANTRA,2022,3.6,Electric,Manual,538,2,1,16289
Toyota,COROLLA,2006,4.6,Electric,Automatic,93440,5,1,12131
Ford,FOCUS,2023,4.4,Electric,Manual,195913,5,5,13481
Hyundai,SONATA,2017,3.5,Hybrid,Manual,251153,5,4,8676
Mercedes,E-CLASS,2014,3.8,Diesel,Automatic,163258,3,2,10334
Chevrolet,MALIBU,2006,4.0,Hybrid,Manual,265454,3,3,5590
Kia,SPORTAGE,2017,3.2,Petrol,Manual,204302,4,1,8313
Toyota,RAV4,2005,3.6,Petrol,Manual,78941,3,4,7621
Mercedes,E-CLASS,2005,3.2,Electric,Semi-automatic,253434,4,3,5731
Kia,SPORTAGE,2018,3.9,Hybrid,Automatic,60938,5,2,14681
Mercedes,GLA,2021,4.3,Hybrid,Semi-automatic,86892,4,2,13962
Honda,ACCORD,2002,1.5,Hybrid,Manual,155050,3,4,4099
Honda,CIVIC,2012,1.3,Petrol,Automatic,18611,3,5,10127
Volkswagen,TIGUAN,2017,4.2,Diesel,Automatic,59104,2,3,13717
Bmw,X5,2002,4.3,Petrol,Manual,162723,5,3,5745
Hyundai,TUCSON,2021,3.0,Electric,Semi-automatic,132255,5,5,12754
Hyundai,ELANTRA,2001,1.6,Electric,Manual,170043,3,1,4599
Audi,Q5,2017,2.9,Hybrid,Automatic,157795,3,2,11444
Volkswagen,PASSAT,2013,2.5,Petrol,Manual,116315,4,3,8173
Volkswagen,TIGUAN,2008,4.7,Petrol,Automatic,226596,4,1,8168
Toyota,COROLLA,2012,3.3,Hybrid,Automatic,164117,3,2,10217
Honda,CIVIC,2019,4.7,Hybrid,Semi-automatic,254760,2,5,10404
Kia,RIO,2022,4.1,Petrol,Semi-automatic,61422,5,1,13571
Chevrolet,MALIBU,2017,2.9,Electric,Automatic,299218,3,4,9615
Bmw,X5,2004,1.2,Petrol,Semi-automatic,13525,5,5,6229
Ford,EXPLORER,2011,3.2,Electric,Semi-automatic,183636,4,3,8927
Ford,FIESTA,2020,3.6,Electric,Manual,86259,3,4,13974
Volkswagen,GOLF,2013,2.0,Electric,Semi-automatic,228406,4,2,7431
Chevrolet,MALIBU,2021,1.3,Diesel,Semi-automatic,169843,5,1,8303
Hyundai,SONATA,2022,3.2,Hybrid,Automatic,261305,4,2,11173
Volkswagen,TIGUAN,2005,2.9,Hybrid,Automatic,69400,5,3,9612
Mercedes,E-CLASS,2016,1.2,Electric,Manual,79084,5,5,10518
Audi,Q5,2005,4.0,Electric,Semi-automatic,243799,2,5,6724
Chevrolet,IMPALA,2005,1.8,Petrol,Manual,116675,3,5,5066
Ford,EXPLORER,2012,2.1,Electric,Automatic,162395,3,4,10052
Hyundai,TUCSON,2022,4.5,Electric,Semi-automatic,156806,2,3,14063
Volkswagen,GOLF,2021,1.4,Petrol,Automatic,64978,5,2,12000
Bmw,5 SERIES,2003,1.4,Electric,Semi-automatic,5400,4,5,8292
Hyundai,ELANTRA,2014,2.9,Electric,Automatic,132962,5,1,12040
Audi,A4,2007,4.9,Hybrid,Manual,177012,2,4,8559
Bmw,X5,2015,3.0,Electric,Semi-automatic,85063,2,3,11898
Kia,OPTIMA,2011,2.9,Petrol,Automatic,137771,2,2,9044
Bmw,5 SERIES,2021,2.4,Petrol,Manual,36857,3,1,12062
Chevrolet,EQUINOX,2016,2.8,Diesel,Automatic,74133,5,3,11717
Honda,ACCORD,2000,2.6,Hybrid,Automatic,93376,2,4,7332
Honda,CR-V,2014,2.5,Diesel,Semi-automatic,206868,2,3,6662
Toyota,COROLLA,2005,3.4,Petrol,Manual,212699,4,3,4746
Audi,Q5,2002,2.3,Electric,Semi-automatic,273206,3,5,3535
Bmw,3 SERIES,2009,3.9,Electric,Automatic,75927,4,3,12681
Ford,FOCUS,2014,1.4,Diesel,Semi-automatic,103373,2,1,7632
Hyundai,ELANTRA,2000,4.8,Diesel,Automatic,298742,5,5,4425
Mercedes,GLA,2009,1.6,Hybrid,Semi-automatic,25764,2,1,8884
Kia,SPORTAGE,2011,2.7,Electric,Manual,21260,4,5,11674
Audi,A3,2009,1.1,Hybrid,Automatic,57983,3,1,9240
Chevrolet,MALIBU,2023,2.0,Electric,Semi-automatic,37328,3,1,14253
Toyota,CAMRY,2016,3.7,Petrol,Automatic,240983,3,4,9280
Honda,ACCORD,2009,3.3,Petrol,Manual,74667,5,5,8606
Volkswagen,PASSAT,2014,1.5,Petrol,Manual,1470,2,2,9770
Kia,SPORTAGE,2020,4.5,Electric,Automatic,287416,5,5,12351
Chevrolet,IMPALA,2008,3.6,Diesel,Manual,258326,3,4,4933
Toyota,COROLLA,2001,3.8,Hybrid,Manual,13886,2,4,8922
Toyota,COROLLA,2007,3.8,Petrol,Manual,252617,3,2,4947
Ford,FIESTA,2004,2.7,Petrol,Manual,33338,3,1,7333
Hyundai,SONATA,2004,1.2,Electric,Manual,178018,2,5,4939
Audi,A3,2004,3.5,Electric,Semi-automatic,284771,4,3,5104
Toyota,COROLLA,2011,3.3,Petrol,Manual,124745,2,3,8205
Honda,CIVIC,2012,1.1,Petrol,Semi-automatic,89483,3,3,7010
Hyundai,TUCSON,2015,2.5,Diesel,Semi-automatic,292957,2,5,5240
Kia,SPORTAGE,2006,3.9,Electric,Manual,177274,2,1,8254
Kia,RIO,2000,3.3,Diesel,Automatic,104614,4,5,6807
Honda,ACCORD,2018,4.4,Electric,Automatic,291085,2,4,11578
Audi,A3,2008,1.1,Petrol,Semi-automatic,248569,5,5,2628
Ford,EXPLORER,2010,4.7,Hybrid,Semi-automatic,44277,5,5,11914
Hyundai,TUCSON,2007,2.2,Petrol,Semi-automatic,34949,2,4,7701
Audi,A4,2018,1.2,Electric,Semi-automatic,16602,4,3,12367
Audi,Q5,2005,2.2,Hybrid,Manual,63288,3,3,7534
Mercedes,E-CLASS,2001,3.7,Hybrid,Manual,69261,3,1,7714
Mercedes,GLA,2019,1.8,Petrol,Semi-automatic,107742,3,4,9445
Ford,FOCUS,2005,1.1,Petrol,Semi-automatic,171245,4,4,3275
Kia,OPTIMA,2019,4.1,Petrol,Semi-automatic,192186,5,5,10056
Toyota,RAV4,2001,1.5,Diesel,Automatic,155289,4,2,4294
Honda,ACCORD,2020,3.4,Diesel,Semi-automatic,286798,3,1,7764
Mercedes,E-CLASS,2021,2.9,Hybrid,Semi-automatic,74814,2,3,12803
Hyundai,SONATA,2004,1.5,Hybrid,Semi-automatic,283114,5,1,2137
Mercedes,C-CLASS,2011,2.4,Hybrid,Automatic,12182,2,1,12056
Ford,FIESTA,2003,2.2,Hybrid,Semi-automatic,1097,5,3,8178
Ford,EXPLORER,2020,4.1,Hybrid,Semi-automatic,58741,4,1,14025
Mercedes,E-CLASS,2021,1.2,Diesel,Automatic,57806,5,3,11943
Kia,RIO,2017,2.9,Electric,Manual,8920,3,3,13921
Chevrolet,MALIBU,2000,2.7,Diesel,Semi-automatic,267764,2,1,2000
Ford,FOCUS,2012,4.0,Diesel,Automatic,124372,3,3,10712
Chevrolet,MALIBU,2016,1.0,Diesel,Semi-automatic,56441,2,3,8771
Volkswagen,GOLF,2007,4.6,Electric,Semi-automatic,62688,3,4,11546
Kia,OPTIMA,2006,4.6,Petrol,Manual,108869,3,3,8322
Toyota,COROLLA,2012,1.6,Electric,Manual,55532,2,5,10189
Toyota,COROLLA,2017,3.8,Hybrid,Automatic,213119,4,3,11237
Honda,CIVIC,2011,1.1,Hybrid,Automatic,126234,2,4,8475
Kia,SPORTAGE,2022,1.7,Petrol,Semi-automatic,211633,5,1,8167
Toyota,RAV4,2019,2.5,Petrol,Semi-automatic,89607,4,5,10507
Honda,ACCORD,2014,3.0,Diesel,Manual,143777,3,1,8424
Kia,OPTIMA,2000,4.4,Electric,Manual,145958,5,3,7580
Audi,Q5,2019,3.6,Hybrid,Automatic,71871,2,4,14462
Kia,RIO,2016,4.6,Diesel,Semi-automatic,113169,3,4,11236
Bmw,X5,2016,1.9,Hybrid,Automatic,81638,4,2,11667
Toyota,CAMRY,2014,1.3,Diesel,Semi-automatic,256054,2,4,4478
Bmw,5 SERIES,2004,4.5,Hybrid,Automatic,178984,4,5,8720
Honda,CIVIC,2009,3.4,Diesel,Manual,234001,3,3,5519
Hyundai,ELANTRA,2013,4.1,Electric,Semi-automatic,229219,3,1,9515
Chevrolet,IMPALA,2006,3.9,Diesel,Automatic,102807,5,5,9243
Ford,FIESTA,2004,2.5,Petrol,Automatic,158888,4,2,6122
Mercedes,C-CLASS,2022,3.5,Diesel,Semi-automatic,246762,3,2,9264
Toyota,RAV4,2000,4.2,Diesel,Manual,153301,3,1,5233
Audi,A3,2001,4.4,Diesel,Semi-automatic,270519,3,5,3389
Chevrolet,EQUINOX,2011,3.2,Electric,Semi-automatic,170508,2,3,9189
Chevrolet,MALIBU,2008,4.5,Diesel,Manual,146621,5,2,8067
Toyota,COROLLA,2010,3.3,Diesel,Manual,81955,5,3,8760
Kia,OPTIMA,2019,1.8,Petrol,Automatic,218904,5,3,8721
Kia,SPORTAGE,2015,3.2,Hybrid,Semi-automatic,113979,5,3,10520
Kia,SPORTAGE,2022,3.6,Hybrid,Automatic,92022,4,4,14959
Kia,OPTIMA,2013,3.0,Hybrid,Manual,254347,2,2,6913
Chevrolet,MALIBU,2010,4.3,Electric,Automatic,51893,4,1,13862
Hyundai,SONATA,2000,1.1,Electric,Automatic,126235,2,3,6175
Mercedes,E-CLASS,2001,1.0,Electric,Semi-automatic,175506,4,5,3889
Audi,A3,2004,2.1,Petrol,Semi-automatic,211397,5,2,3172
Audi,A3,2005,3.5,Petrol,Manual,41440,5,1,8271
Audi,A3,2016,3.9,Petrol,Semi-automatic,182656,3,1,9146
Hyundai,TUCSON,2010,2.6,Electric,Manual,101481,5,5,9670
Honda,ACCORD,2016,1.3,Electric,Manual,126279,4,2,9674
Honda,CIVIC,2001,1.5,Hybrid,Semi-automatic,212006,4,2,2659
Chevrolet,EQUINOX,2007,3.0,Electric,Automatic,286425,3,5,6971
Honda,CR-V,2006,2.0,Electric,Manual,73969,4,3,8420
Volkswagen,TIGUAN,2004,2.0,Petrol,Automatic,29136,2,3,8217
Volkswagen,GOLF,2003,1.1,Electric,Manual,80354,2,4,6492
Kia,OPTIMA,2006,2.5,Hybrid,Semi-automatic,172054,3,5,5958
Ford,EXPLORER,2012,2.8,Electric,Automatic,173252,3,1,10534
Mercedes,GLA,2009,2.9,Petrol,Manual,111900,2,5,7462
Ford,FIESTA,2001,1.9,Diesel,Automatic,91289,4,4,5974
Volkswagen,PASSAT,2023,2.7,Electric,Semi-automatic,92615,4,2,13847
Honda,ACCORD,2012,4.8,Hybrid,Semi-automatic,263129,5,5,8237
Kia,RIO,2022,2.6,Electric,Automatic,90981,4,4,14980
Chevrolet,IMPALA,2020,1.5,Petrol,Automatic,201213,4,5,9075
Chevrolet,IMPALA,2001,3.5,Petrol,Manual,89104,2,5,6117
Honda,CIVIC,2000,2.7,Hybrid,Automatic,109892,2,4,7102
Toyota,COROLLA,2000,3.2,Hybrid,Automatic,1424,5,2,9771
Hyundai,TUCSON,2016,4.8,Diesel,Semi-automatic,181897,3,2,10062
Ford,FIESTA,2018,1.6,Petrol,Semi-automatic,196919,3,4,7161
Bmw,3 SERIES,2011,3.5,Diesel,Manual,206623,4,1,6767
Bmw,5 SERIES,2019,2.7,Electric,Automatic,208650,2,2,11827
Honda,ACCORD,2004,2.0,Petrol,Semi-automatic,189384,2,2,3512
Ford,FIESTA,2004,3.0,Hybrid,Manual,27703,3,5,8745
Honda,CR-V,2012,2.6,Hybrid,Semi-automatic,200050,2,4,7299
Kia,OPTIMA,2000,2.0,Electric,Automatic,256374,3,3,4472
Honda,CIVIC,2012,3.0,Electric,Automatic,124932,3,1,11701
Audi,A4,2019,3.3,Electric,Automatic,296036,3,2,10679
Ford,FOCUS,2010,4.0,Petrol,Semi-automatic,132847,2,3,8443
Honda,CIVIC,2000,3.6,Hybrid,Semi-automatic,83240,2,1,7035
Volkswagen,TIGUAN,2012,3.9,Diesel,Semi-automatic,170913,5,3,8181
Bmw,3 SERIES,2010,4.1,Electric,Manual,59372,2,1,12012
Audi,A4,2015,4.4,Diesel,Manual,9382,2,3,12812
Kia,OPTIMA,2005,3.5,Petrol,Automatic,46360,3,2,9672
Chevrolet,EQUINOX,2000,3.8,Electric,Semi-automatic,126129,4,4,7377
Kia,OPTIMA,2019,1.6,Hybrid,Automatic,61497,2,3,12670
Volkswagen,GOLF,2023,1.3,Hybrid,Manual,154823,4,1,10203
Toyota,COROLLA,2020,1.0,Diesel,Manual,191019,3,2,7279
Chevrolet,EQUINOX,2005,3.2,Electric,Automatic,165446,3,4,8991
Chevrolet,EQUINOX,2013,1.5,Hybrid,Automatic,129450,4,5,9411
Volkswagen,TIGUAN,2011,4.1,Petrol,Semi-automatic,40188,4,2,10696
Toyota,COROLLA,2007,4.1,Electric,Manual,237383,5,2,7552
Honda,CR-V,2008,1.1,Electric,Manual,120058,4,2,7198
Hyundai,SONATA,2020,1.4,Electric,Manual,218769,4,1,9124
Hyundai,SONATA,2004,4.7,Petrol,Manual,285148,5,5,4297
Volkswagen,PASSAT,2021,4.1,Electric,Semi-automatic,103502,4,1,14429
Toyota,RAV4,2021,3.3,Diesel,Automatic,269307,5,2,9813
Bmw,3 SERIES,2015,4.8,Diesel,Manual,169599,3,4,10008
Bmw,3 SERIES,2018,2.7,Hybrid,Semi-automatic,154589,5,5,10108
Volkswagen,GOLF,2013,2.9,Hybrid,Automatic,111790,5,3,11164
Audi,A4,2008,1.4,Hybrid,Manual,66730,3,4,7565
Audi,Q5,2002,3.2,Diesel,Manual,243581,4,2,3028
Audi,A3,2008,1.1,Electric,Semi-automatic,148643,5,5,6627
Chevrolet,EQUINOX,2002,4.4,Petrol,Semi-automatic,192489,5,5,5250
Ford,FOCUS,2018,1.6,Hybrid,Semi-automatic,21524,3,1,11669
Audi,A4,2008,2.3,Hybrid,Automatic,204121,3,4,7217
Ford,FIESTA,2019,2.2,Petrol,Manual,56754,4,1,10864
Mercedes,GLA,2019,4.5,Diesel,Automatic,138977,4,3,13020
Ford,EXPLORER,2020,2.0,Electric,Semi-automatic,64810,5,2,12803
Volkswagen,GOLF,2021,2.5,Electric,Automatic,151011,4,2,13379
Mercedes,C-CLASS,2009,4.4,Hybrid,Manual,71046,5,5,10779
Audi,A3,2000,3.5,Hybrid,Automatic,178868,4,4,6522
Ford,FOCUS,2005,3.8,Hybrid,Automatic,175368,3,2,8392
Honda,CIVIC,2015,1.3,Hybrid,Semi-automatic,112570,4,5,8648
Mercedes,GLA,2022,3.6,Electric,Semi-automatic,153964,2,2,13220
Volkswagen,PASSAT,2001,3.2,Petrol,Semi-automatic,255709,4,4,2485
Bmw,X5,2023,4.1,Petrol,Automatic,209321,3,1,12413
Ford,EXPLORER,2009,2.1,Electric,Manual,244561,4,4,6008
Kia,SPORTAGE,2007,4.9,Petrol,Semi-automatic,84273,2,5,9414
Mercedes,E-CLASS,2016,2.4,Petrol,Semi-automatic,59501,3,1,10109
Chevrolet,IMPALA,2018,3.5,Electric,Semi-automatic,34705,3,2,14305
Mercedes,C-CLASS,2023,1.3,Diesel,Manual,229158,4,5,7716
Ford,FIESTA,2008,4.1,Petrol,Manual,90408,3,1,8791
Kia,RIO,2002,1.2,Electric,Semi-automatic,128977,2,4,5320
Mercedes,E-CLASS,2009,1.0,Diesel,Semi-automatic,122795,3,3,5344
Kia,SPORTAGE,2022,2.7,Diesel,Manual,237252,4,5,8654
Mercedes,C-CLASS,2016,4.9,Hybrid,Automatic,101076,4,4,14278
Volkswagen,TIGUAN,2022,3.6,Hybrid,Automatic,169615,4,2,13407
Toyota,RAV4,2012,1.4,Electric,Manual,287514,2,3,5349
Hyundai,SONATA,2017,4.8,Petrol,Automatic,261093,3,3,10278
Mercedes,GLA,2021,4.2,Electric,Manual,10841,2,4,16383
Audi,A3,2014,2.1,Electric,Semi-automatic,215637,5,2,8087
Audi,A4,2011,1.6,Diesel,Semi-automatic,46915,4,1,8061
Bmw,X5,2015,3.7,Petrol,Automatic,89557,4,4,12008
Hyundai,ELANTRA,2017,1.6,Diesel,Automatic,38658,3,3,11526
Mercedes,E-CLASS,2023,3.1,Electric,Manual,31674,5,3,15466
Chevrolet,MALIBU,2008,1.5,Hybrid,Automatic,81677,4,3,8866
Audi,A3,2001,3.5,Diesel,Automatic,141361,2,5,6572
Toyota,RAV4,2020,1.8,Diesel,Automatic,224124,5,1,8917
Ford,FIESTA,2019,3.5,Electric,Semi-automatic,126381,2,4,12772
Honda,CIVIC,2022,4.6,Electric,Manual,298286,5,3,11334
Kia,OPTIMA,2003,2.2,Diesel,Semi-automatic,133304,3,1,4533
Kia,OPTIMA,2007,2.7,Hybrid,Automatic,141569,5,5,8568
Volkswagen,GOLF,2013,1.6,Petrol,Semi-automatic,75338,4,3,8093
Audi,A4,2015,1.1,Diesel,Semi-automatic,128408,2,2,7131
Ford,FIESTA,2016,1.7,Petrol,Manual,241003,2,4,5779
Mercedes,GLA,2002,3.8,Petrol,Automatic,63557,2,5,8728
Honda,ACCORD,2021,4.4,Electric,Semi-automatic,141878,2,5,13962
Toyota,RAV4,2000,2.6,Petrol,Automatic,127278,3,2,5654
Toyota,COROLLA,2010,2.5,Diesel,Semi-automatic,250313,3,3,4593
Mercedes,GLA,2010,2.3,Electric,Manual,89390,5,5,9612
Mercedes,GLA,2011,4.0,Electric,Automatic,114697,4,5,12606
Honda,ACCORD,2001,2.4,Hybrid,Automatic,73832,5,4,7823
Hyundai,SONATA,2011,1.5,Diesel,Semi-automatic,139296,4,5,6114
Mercedes,C-CLASS,2003,2.4,Hybrid,Manual,184934,5,2,4701
Chevrolet,IMPALA,2017,2.5,Petrol,Automatic,71606,2,4,11767
Audi,A3,2017,4.2,Petrol,Automatic,165656,4,3,11586
Mercedes,E-CLASS,2007,3.8,Diesel,Manual,133298,4,5,7334
Chevrolet,MALIBU,2017,3.5,Diesel,Manual,202844,2,4,8643
Ford,FOCUS,2011,2.4,Electric,Semi-automatic,236749,2,5,7065
Ford,EXPLORER,2010,4.6,Diesel,Manual,50227,5,5,10695
Toyota,COROLLA,2001,2.4,Electric,Manual,158652,2,5,5626
Kia,RIO,2022,4.1,Diesel,Manual,141625,4,5,11967
Honda,ACCORD,2004,1.2,Diesel,Automatic,129209,2,5,5415
Ford,FOCUS,2002,1.2,Electric,Manual,118168,5,4,5536
Hyundai,TUCSON,2008,3.1,Petrol,Manual,291415,3,4,3771
Volkswagen,PASSAT,2016,4.6,Diesel,Semi-automatic,48115,3,1,12537
Audi,A3,2008,2.6,Diesel,Manual,272771,2,1,3644
Volkswagen,GOLF,2023,3.7,Diesel,Manual,175895,2,2,11182
Chevrolet,IMPALA,2016,1.7,Electric,Manual,285078,3,2,6898
Ford,FOCUS,2021,4.9,Electric,Manual,256022,3,1,12179
Chevrolet,MALIBU,2004,4.6,Diesel,Semi-automatic,35520,3,2,9189
Honda,CR-V,2008,4.0,Electric,Manual,237702,5,5,7745
Ford,EXPLORER,2001,3.8,Petrol,Manual,141448,4,4,5371
Hyundai,TUCSON,2003,2.1,Petrol,Manual,178043,2,2,3539
Volkswagen,TIGUAN,2011,4.1,Hybrid,Manual,115564,3,5,10188
Hyundai,TUCSON,2019,4.5,Hybrid,Automatic,261055,5,1,11578
Audi,Q5,2021,1.4,Hybrid,Manual,260797,3,4,7584
Bmw,3 SERIES,2015,2.6,Petrol,Automatic,113253,5,5,10434
Audi,A3,2014,4.4,Electric,Manual,103694,5,4,12626
Toyota,COROLLA,2020,1.8,Electric,Automatic,82553,2,1,13748
Chevrolet,EQUINOX,2021,1.0,Petrol,Semi-automatic,263836,4,3,6123
Hyundai,ELANTRA,2016,3.1,Petrol,Automatic,75358,5,3,11992
Kia,RIO,2009,2.2,Diesel,Manual,97278,2,1,7054
Bmw,5 SERIES,2015,3.3,Electric,Manual,124543,4,2,11409
Honda,ACCORD,2018,1.1,Petrol,Automatic,259314,5,4,6913
Chevrolet,EQUINOX,2017,4.1,Electric,Manual,298555,3,1,9328
Hyundai,TUCSON,2013,1.3,Hybrid,Manual,133708,4,3,7625
Ford,FOCUS,2023,2.2,Electric,Semi-automatic,271751,2,2,9764
Ford,FIESTA,2010,4.6,Electric,Semi-automatic,279587,5,4,8108
Hyundai,SONATA,2006,4.3,Hybrid,Automatic,254929,2,2,7601
Audi,Q5,2015,2.7,Electric,Automatic,59311,3,3,13613
Ford,FIESTA,2006,2.9,Diesel,Semi-automatic,207765,4,3,4644
Hyundai,ELANTRA,2011,4.5,Hybrid,Semi-automatic,29887,3,2,12302
Ford,FIESTA,2021,4.5,Diesel,Manual,97705,4,2,12945
Hyundai,SONATA,2003,4.8,Diesel,Semi-automatic,134587,3,3,7108
Hyundai,TUCSON,2018,2.8,Hybrid,Manual,293291,3,2,7434
Honda,CR-V,2015,4.3,Electric,Semi-automatic,109966,2,1,12700
Honda,ACCORD,2021,1.0,Electric,Manual,226314,5,5,8873
